,Unnamed: 0,Author,Comments,Date,Ratings,Reviews,Title
5,5,Woodyard61,Was this review helpful to you?, April 28 2017,5.0 out of 5 stars,"I use this to fend off the demons that haunt me. Works good. So far, I am demon-less.",Not for use with Vampires.
6,6,Amazon Customer,Was this review helpful to you?, April 27 2017,5.0 out of 5 stars,Perfect size and got flashlight!,Five Stars
7,7,Wolf Barber,Was this review helpful to you?, April 27 2017,4.0 out of 5 stars,"Great little lights. The only two downsides are that the clip is tempered and will break if you try to bend it a little more so it's easier to clip on your pocket. The other is that when you turn it off, and then back on it goes to the next mode. So if you turn it off on the bright setting and turn it turn it back on, it'll be on the low setting. The modes are bright, low, & strobe. So I just switch it to strobe before I turn it off, that way it comes on bright. Not a deal breaker for me. But for some it might be.",Bright little lights. Good buy.
8,8,paintednightsk,4 people found this helpful. Was this review helpful to you?, April 27 2017,5.0 out of 5 stars,Great deal for a pair of mini flashlights. Very small and lightweight so very easy to throw in your purse to have just in case or around the house if the power goes out. Fits in the palm of my hand. Takes just one double AA battery. Very bright and you can adjust to turn it even brighter. Pictures I've taken below are in pitch black so you see how bright they are.,love these mini flashlights
9,9,K.C.,Was this review helpful to you?, April 26 2017,5.0 out of 5 stars,"Well built , compact, nice light!","Well worth the price, quality product!"
0,0,ruce Robideau,Was this review helpful to you?, April 26 2017,4.0 out of 5 stars,Awesome little flashlights! One AA battery and your set. Very bright for the size.,Great little flashlight.
1,1,Amazon Customer,Was this review helpful to you?, April 26 2017,5.0 out of 5 stars,"Got the 2-pack for 8$. Absolutely wonderful for that price. Reasonably bright and the focus adjusts really well too.

For this price, I wouldn't think it twice.",Absolutely wonderful for that price
2,2,Amazon Customer,Was this review helpful to you?, April 26 2017,5.0 out of 5 stars,Great Flashlight and packs a lot of power for something so small. Purchased a pair for $8. Went back to get more and price went up to $29!,PRICE RAISED!
3,3,Amazon Customer,Was this review helpful to you?, April 25 2017,5.0 out of 5 stars,Go for it . For the price you pay it serves the purpose. Very small and portable,Go for it. For the price you pay it ...
4,4,DaytonaDan,3 people found this helpful. Was this review helpful to you?, April 25 2017,4.0 out of 5 stars,"Very well made aluminium tube and very bright. What more could you want? Well, maybe a bigger flashlight. These things are tiny but crank an amazing amount of light given their size. Good for car, purse or pocket. Or to clip on your belt. The ability to focus the beam from narrow to wide is a plus. Be sure to wait for the sales. Prices are all over the map on these things, from as little as $8 (for 2) to almost $30. A good deal at the lower price point.","Bright, well made. But wait for a sale to buy them."
5,5,Susie,Was this review helpful to you?, April 24 2017,5.0 out of 5 stars,"very bright and portable. will use in the car as a light for maps, task lighting, or, emergencies. great for entering a dark movie theater. would love to try out other products from this supplier.",surprised
6,6,IHeartArt,Was this review helpful to you?, April 24 2017,4.0 out of 5 stars,Decent set of heavy flashlights. I like that they use standard batteries as opposed to rechargeable ones. These lights are bright and get the job done. Good set for the price,Decent flashlights
7,7,S. G. Shoemake,Was this review helpful to you?, April 23 2017,2.0 out of 5 stars,"Ordered 2 packages - 4 flashlights total. One of the push button toggle switches works only when it feels like it - and it's not often it feels like it. The other 3 flashlights work okay, but I wonder how long before their push button toggle switch craps out.

This is the first time in 14 years of shopping with Amazon that a product we purchased doesn't work. I guess it was bound to happen sooner or later.

It's not worth the hassle to send a $4 flashlight back. It should be thrown away, but then I'm throwing away $4 of my money. It's not the money, it's the principle. Come on Amazon, just suck it up and mail me a working replacement.",Toggle switch doesn't work
8,8,Kramer,Was this review helpful to you?, April 23 2017,3.0 out of 5 stars,"These flashlights are OK. Nothing special.For as cheap as they are, I don't suppose you can set your sights too high!",These flashlights are OK. Nothing special. For as ...
9,9,Natalie G. Sanchez,One person found this helpful. Was this review helpful to you?, April 23 2017,2.0 out of 5 stars,"Very disappointing one of the lights doesn't open, but the one that works is very bright.",Disappointing with one light
0,0,CHARLIE,Was this review helpful to you?, April 23 2017,5.0 out of 5 stars,it is REALLY bright for 1 AA battary,Great price for pair
1,1,anthon,Was this review helpful to you?, April 23 2017,5.0 out of 5 stars,Best flashlight ever,Perfect
2,2,Lobsta,Was this review helpful to you?, April 23 2017,5.0 out of 5 stars,These units are very bright and powerful. Small but mighty. Fits in a glove box very well.,Little blowtorches.
3,3,Ron,Was this review helpful to you?, April 22 2017,5.0 out of 5 stars,Nice and bright and well made. I recommend.,Very Good Quality
4,4,thatdude5,Was this review helpful to you?, April 22 2017,5.0 out of 5 stars,"It just arrived this morning. After first glance and touch, I think it's well worth the cost... . Small, but rugged and with a great design.",Buy It. You'll love it.
5,5,Jacob Tucker,Was this review helpful to you?, April 21 2017,5.0 out of 5 stars,Awesome! Really brute for its size. 1 AA battery is all it needs. Kids love playing with the 'blinking feature.,Awesome! Really brute for its size
6,6,debra,Was this review helpful to you?, April 21 2017,5.0 out of 5 stars,"I am really pleased with this product. They are lightweight and compact. They'll easily fit in my purse or even a pocket. The quality is great too, they're really bright and easy to operate. All in all, I'm very happy with them. They also arrived quickly and were packaged securely. I'd absolutely order again.",I am really pleased with this product
7,7,Ivan,8 people found this helpful. Was this review helpful to you?, April 20 2017,5.0 out of 5 stars,"Very light weight small penlight , I use this as a backup in search and rescue operations , For the Tuscola County CERT team. The belt clip works well on my Mollie vest . You get a lot better light if you use a 14500 Li-on battery . The Ii-on batteries with the protection circuits are longer . If You use it with the Nitecore protected battery it does fit . However the o ring on the cap doesn't seal because the cap doesn't tighten all the way in. I put a thicker o ring on the cap and it works perfectly. If You use a standard AA battery it works well, just not as bright. It has 3 modes , High, Low, and Strobe . This light is not a blinding power house , But for its size, weight, and price it is Fantastic.",Fantastic Power to weight ratio
8,8,Jessica,Was this review helpful to you?, April 19 2017,5.0 out of 5 stars,"These little flash lights are so useful! I love the fact they are small enough to fit in my handbag, glove box or clip on my pocket. I was not expecting the light to be so bright, they are actually brighter than a bigger much more expensive flashlight my husband keeps in the garage. I will be purchasing a second set to keep in our camper!",Bright and well made
9,9,STARBERRY,Was this review helpful to you?, April 19 2017,5.0 out of 5 stars,"With a house full of boys my flash light are always turning up missing. So I find myself looking for smaller but strong and bright flashlights. These led flashlights from rockbirds are the perfect choice for my family. They are small and very sturdy. Strong and very bright. There are what I would call 3 different modes of light. The first is a regular flashlight beam. This light is very bright and shows a long distance from the user. Next is a more.focused beam just pull on the flashlight and you get a smaller more focused beam of light in a square. Next is a flashing mode. I like this one best because I will take the dogs for a walk in the morning before it is light out and I can use this in flashing mode attach it to my jacket so that drivers can see me.
Overall I have been very impressed with the quality of this flashlight. It is small and light weight. Perfect to keep in your purse, car glove box or anywhere else you might need to.",Great quality
0,0,elanie slade,Was this review helpful to you?, April 18 2017,5.0 out of 5 stars,I love these flashlights. I bought for my son who's going on a camping trip. Very compact. Has three different settings.,I love these flashlights
1,1,usiness mother,Was this review helpful to you?, April 18 2017,5.0 out of 5 stars,Nice little flashlights... they have a distress flash as well as a dim and bright light!,Nice
2,2,Shieldmaiden Mist,2 people found this helpful. Was this review helpful to you?, April 15 2017,5.0 out of 5 stars,"I ordered these because of their size. They fit nicely and discreetly into my purse and I can take it to go in case I need it.These flashlights are nice and bright, perfect for emergency situations or power outages. I don't like having huge bulky flashlights in my tiny apartment. They really take up way too much space. These are well built, strong and will last a long time. Really happy to have found these.",Nice and Compact
3,3,Ronda Reigada,Was this review helpful to you?, April 15 2017,5.0 out of 5 stars,"Great little flashlights! When we got them, we put the AA batteries in ( 1 per light) and they worked perfectly! When you click the button the light come on bright, click it again, and it's a different brightness, click it a 3rd time, and it strobes! They even have a little clip on it for a belt or a backpack! When you turn the front edge if it, the ""circle"" of light gets larger and smaller... this will be perfect for camping!!",Bright little flashlights!!
4,4,Craig Taylor,3 people found this helpful. Was this review helpful to you?, April 13 2017,1.0 out of 5 stars,"Absolute junk..Received the 2 lights today : 1 light does not telescope at all..The other turns to strobe whenever you put it down
on a hard surface.",A cimplete waste of money.
5,5,Plussizemakeup,Was this review helpful to you?, April 13 2017,5.0 out of 5 stars,These are super handy and bright! They fit in my pocket but can spot a coyote from a far these are going to be my lifeline out here in the country this year! So glad I purchased these and intend to order another set for my daughter.,These are super handy and bright
6,6,Nicole W.,One person found this helpful. Was this review helpful to you?, April 12 2017,5.0 out of 5 stars,Great little flashlight. At first glancethey look so little you wonder how much light they give. These little things give you just as much light as a full size flashlight but with the clip they fit anywhere!,It's little but mighty
7,7,John D. Sissom,Was this review helpful to you?, April 12 2017,4.0 out of 5 stars,good for the price.,Four Stars
8,8,Eric,Was this review helpful to you?, April 12 2017,4.0 out of 5 stars,"Pretty Good, Not as expected for any pinpoint viewing, also the AA battery depletes very fast. However, When you get 4 of them with the Flash Mode, you got yourself an Instant Seizure!","Pretty Good, Not as expected for any pinpoint viewing"
9,9,Charles A. Boy Jr.,Was this review helpful to you?, April 12 2017,5.0 out of 5 stars,"Rugged, great brightness. WIll get lots of use.",great brightness. WIll get lots of use
0,0,,Was this review helpful to you?, April 12 2017,4.0 out of 5 stars,"Just like other reviews say, there is 3 settings. High, Low, and Strobe. You can't just use one, so you will have to push the button to go through the three settings. I have one set on high so when I go outside, and I have one set on the strobe that is locked up in the lockbox next to the pistol.",Just like other reviews say
1,1,EttyOop,Was this review helpful to you?, April 11 2017,5.0 out of 5 stars,"These are so much brighter than I expected! First of all, love that there are two. But the fact that there are different settings makes it a hit with the kids too! Personal flashlight for kid = win. It means that she can handle things on her own despite it being darker in the house than she prefers. On a less personal note, though - Small/portable, easy to use, super bright. Love it!",Great little flashlight!
2,2,CouponinPfeif,Was this review helpful to you?, April 11 2017,5.0 out of 5 stars,"These are great handy little flashlights. I put one in my car and after using it my husband said he is taking my other one for his truck. I really love that you can adjust the light to sort of ""zoom in"" on something specific with the light.",Very powerful lights
3,3,DMSAmazon Customer,Was this review helpful to you?, April 10 2017,5.0 out of 5 stars,"I liked these. I didn't realize two came in the package so I was pleasantly surprised. They are extremely bright (which my toddler loves, she uses them to shine on the ceiling during the day). And they only require one AA battery, which is better than some since I don't always have larger batteries on hand.",I liked these. I didn't realize two came in the ...
4,4,GC Gallagher,One person found this helpful. Was this review helpful to you?, April 10 2017,5.0 out of 5 stars,"I didn't expect that the mini flashlights would be as powerful as they are. They're great to keep in your toolbox, glovebox or purse. Also great to keep in a kitchen drawer for power outages, just in case.
At just over 3.5"" long they emit a super strong beam of LED light. They are really solid and have a nice weight to them. Two AA batteries (not included) is all it takes to operate them both. I'm going to keep one in the car and use one for camping.
Since they're water-resistant I can bring it out on the kayak for those evening paddles and I won't have to worry about the flashlight getting splashed.","Super bright, compact and a great value"
5,5,Heather,Was this review helpful to you?, April 10 2017,5.0 out of 5 stars,I got these for my older sons. They are very durable and compact. The light is bright enough. Good buy.,Good buy.
6,6,dee burdick-desanti,Was this review helpful to you?, April 10 2017,5.0 out of 5 stars,"Great item to have. They are so compact that you can carry one in your purse, bag, or car, and not worry about it taking up much room at all. Easy on/off button for someone with arthritis, or a young child.",Great item to have
7,7,Will's Review,Was this review helpful to you?, April 9 2017,5.0 out of 5 stars,"Rockbirds LED Flashlight is a very high quality, heavy duty, and super bright tactical flashlight. Extremely satisfied with this product!",Super Bright and very high quality tactical flashlight!
8,8,jmbillet,One person found this helpful. Was this review helpful to you?, April 8 2017,5.0 out of 5 stars,These are much brighter than I thought they would be. Its a must if you live in back in the woods. They will be used for alot more than taking the pups out at night. I really like that you can pin point the light as well. Makes for trying to seeing certain things much better. What is great about this is I get one and my husband gets one. Great purchase.,I really like that you can pin point the light as well
9,9,Regina Castaneda,Was this review helpful to you?, April 7 2017,5.0 out of 5 stars,I really like this product. They are the perfect soze.,Five Stars
0,0,Minnchic,3 people found this helpful. Was this review helpful to you?, April 7 2017,5.0 out of 5 stars,Don't be fooled by their small appearance they pack a punch! Liked the fact that two came in a package. They are small enough that I kept one in my glove box in my car and one in the bathroom vanity in our upstairs bathroom. When the electricity goes out it always seems like I can never find the flashlights now I have them on every level of my home. With one simple Double A battery they are ready to go. They really give off a lot of light for a small flashlight. I also like the fact that they have a setting that is like a strobe light. That is why I decided to keep one in the car if we ever get stuck in the dark it can be used to flag someone down. I will be purchasing more of these!,Great Flashlights in a small package
1,1,Mr.Charles B. keiper,Was this review helpful to you?, April 7 2017,5.0 out of 5 stars,"I really like this item..Very light,and strong..Built well,and very handy around the house...I wish i could have 2 more...Thanks..Mr.Keiper!",Five Stars
2,2,Amazon Customer,Was this review helpful to you?, April 7 2017,5.0 out of 5 stars,Works really good,Five Stars
3,3,electrolytz,2 people found this helpful. Was this review helpful to you?, April 6 2017,5.0 out of 5 stars,"I always like to keep a small flashlight in my handbag in case of emergencies- you never know when an elevator will have a power outage or when you'll get stuck outside after dark. These are perfect for that purpose- they're lightweight enough yet comfortable to hold. I like that it comes in a pack of two, so I have a backup. The clip allows me to attach it to the pocket in my handbag for easy retrieval. And for a small flashlight, the LED light is strong, so I can see myself holding this for a long time in case of a power outage, unlike other powerful flashlights that are large, bulky and heavy.",compact and practical
4,4,Kell,4 people found this helpful. Was this review helpful to you?, April 6 2017,5.0 out of 5 stars,These flashlights work really well. The are heavy duty metal so they feel like they will take some abuse and not break. They get very bright which is obviously what you want from a flashlight. You get 2 so its a good value for your money. I keep one in the car for emergencies and my husband has the other one. I think these will last a very long time.,Very durable flashlights
5,5,Amazon Customer,Was this review helpful to you?, April 5 2017,5.0 out of 5 stars,Awesome Light I love it Thank you Thank you,Five Stars
6,6,Mike L,Was this review helpful to you?, April 5 2017,5.0 out of 5 stars,"Have only used a few times but are so far they are good, especially for the price paid.",Good light - Good size
7,7,jt69,Was this review helpful to you?, April 5 2017,4.0 out of 5 stars,pretty bright for a little flashlight.,Four Stars
8,8,Nick,Was this review helpful to you?, April 5 2017,5.0 out of 5 stars,ran over it with a forklift still works fine nothing broke off of it,Great and tough
9,9,MS.Dimas,One person found this helpful. Was this review helpful to you?, April 4 2017,5.0 out of 5 stars,I ordered my Rockbird led Flashlight thinking i was getting one. I am so surprised at the fact I recieved two. These by the way came so fast by prime. They didnt come with batteries so i loaded them today. Woot hoo. they are bright exactly what I aspected with LED. Nice and small fit so comfortly in my hand as a women the are about the size of my palm. I am totally keeping one of these in my kitchen and one in my SUV. Totally never know when its needed. Has a screw off top to change batteries as well as a nice sturdy clip to hold onto stuff. These Rock! Thank you again for the great Deal.,Two nice sturdy LED flashlights
0,0,wade alexander wright,Was this review helpful to you?, April 3 2017,5.0 out of 5 stars,"This flashlight has exceeded my expectations so far, I've had it about a month I bought them because I have a lot of AA batteries and they were cheap. I had a similar Cree with rechargeable batteries it lasted three months barely on my last deployment, this one is a month in and going strong,it's been doused in jet fuel and dropped more times then I know but still shines bright for 10 bucks and you get two can't beat it.","This flashlight has exceeded my expectations so far, I've ..."
1,1,Akisha B.,Was this review helpful to you?, April 3 2017,5.0 out of 5 stars,"Don't be fooled by the size of these flashlights. They might be mini, but they give off so much light. These two flashlights are so convenient and handy. The fact that they are small, they can fit anywhere (glove department, purse, pocket- there's even a clip that you can attach to your pocket). Will be a great addition to a survival kit.",Will definitely come in handy
2,2,Alex,Was this review helpful to you?, April 3 2017,5.0 out of 5 stars,"Definitely a fan of these flashlights, they are small but very bright. Really good quality and the clip on them is perfect for outdoor activities when not in use. The perfect size to keep in a convenient place, I put one in my glove compartment and another in my first aid kit. Definitely recommend these as you get an excellent product for the price.",Perfect size Flashlight for small spaces
3,3,rittney Peebles,Was this review helpful to you?, March 30 2017,5.0 out of 5 stars,"My husband works in the oilfield so I grabbed this two pack for him and his friend to use while at work. They are simple, only take 1 battery, and they really liked the brightness of the light and the fact that it has a tight clip on it so it stays in their pocket well.",Great small flashlight
4,4,Darlene,2 people found this helpful. Was this review helpful to you?, March 30 2017,5.0 out of 5 stars,"Always, always need flashlights in our house and only LED ones. The flashlight is bright, has a belt clip, fits perfectly in your hand and compact. It has a caution mode, where the light blinks to let others know something is wrong. HOpefully no one will ever have to use that setting. This flashlight being so compact is great for you need to look under cabinets and small spaces. My husband used it for the lower compartment on his boat.",Rockbirds LED flashlight.
5,5,Runya,Was this review helpful to you?, March 26 2017,5.0 out of 5 stars,"Really cool little flashlights. These are fairly small and light but they are also very sturdy. They do not feel cheap or weak in any way. Really nice quality, well made. I like that they are small, makes them super portable. I also like the adjustable focus feature, could come in handy. I definitely like these and can surely recommend this product.","Awesome flashlights, small and portable."
6,6,wildrice.,Was this review helpful to you?, March 26 2017,4.0 out of 5 stars,They work as advertised. It's a handy little light.,They work as advertised. It's a handy little light ...
7,7,Amazon Customer,Was this review helpful to you?, March 24 2017,4.0 out of 5 stars,They work good but are small. Only about 3 inches each but still strong light.,Four Stars
8,8,Rod Collins,Was this review helpful to you?, March 24 2017,5.0 out of 5 stars,Powerful!,Five Stars
9,9,Edwin Y. Zhao,Was this review helpful to you?, March 23 2017,5.0 out of 5 stars,Great quality for the price!,Five Stars
0,0,rubecat,Was this review helpful to you?, March 21 2017,5.0 out of 5 stars,Surprisingly bright for size.,Five Stars
1,1,Kindle Customer,One person found this helpful. Was this review helpful to you?, March 20 2017,5.0 out of 5 stars,"I am very happy I purchased the Rockbirds LED Flashlights. They are the perfect size for your purse, pocket, fanny pack or to store in the door of your car. They are easy to use and very bright. They come in a pack of two. I put one in my Jeep and the other in my husbands truck. I have used mine every time I have come home at night and needed to light my way to the door. I highly recommend these flashlights.",I am very happy I purchased the Rockbirds LED Flashlights
2,2,Chris C,Was this review helpful to you?, March 17 2017,5.0 out of 5 stars,"Great little flashlights that put out Great light. I recently started with a volunteer Fire Department and was looking for tools to fill my pockets with. Flashlights are one of those key tools. This little flashlight is simple to use and even with it being so small and with wearing gloves, it is easy to turn on and off. Definitely worth the buy.",Great little flashlights that put out Great light
3,3,Darlene Sharpe,4 people found this helpful. Was this review helpful to you?, March 16 2017,5.0 out of 5 stars,"These are small enough to carry in a purse or backpack. I personally carry one in my purse for those times when I am going to my car late in the evening and need a light to see. I take evening classes and sometimes going to my car is a little scary, so I really like having the flashlight readily available. It eases my stress and fears waking to my car being able to actually see. We recently lost power and I used my rockbird flashlight most of the evening. I was amazed at how long and well it worked. I am very happy with these flashlights and look forward to using them for camping and hiking over the summer. I am impressed for as small as they are, they emit quite a bit of light.",small but powerful
4,4,Amazon Customer,Was this review helpful to you?, March 15 2017,5.0 out of 5 stars,"Great little flashlight for the price, super bright and sturdy.",Good Buy
5,5,Deborah kriket,Was this review helpful to you?, March 15 2017,5.0 out of 5 stars,"these are the bigest bang for youe buck. very very bright. i was looking for something to keep in my vehicle that wasnt big but was still bright wnought ro get the job down and this is the PERFECT flash light for that!

I have no relation to the seller, this is my honest opinion. :)",i was looking for something to keep in my vehicle that wasnt big but was still bright wnought ro get the job down and this is th
6,6,Lauren Naturals,Was this review helpful to you?, March 14 2017,5.0 out of 5 stars,Very bright flashlight. I like the LED glow vs the regular lens. Item come packed well in a box. Very good quality. Metal casing that can stand up to wear and tear. I plan on using these lights for emergency and also when we go camping. It is nice that there is a place to put a clip or lanyard.,very bright led flashlights
7,7,Sim Lucien,Was this review helpful to you?, March 13 2017,3.0 out of 5 stars,"They cheap, so they don't get held to super high standards. The slide to amplify light is only useful when at max power. The light gets focused into some logo I can't make out. Not good or bad, just an observation.",so they don't get held to super high standards
8,8,DBK_Cali,Was this review helpful to you?, March 11 2017,5.0 out of 5 stars,"Super bright little flashlights. The focus on them is fun, but usually not very necessary. They seem like they can handle a pretty good beating. I carry one on my belt at work as it is compact, lightweight, and it comes in really handy. The only complaint I have is I wish the belt clip was heavier; I snagged it on my bench the other day while I was working and bent it all up. I took off the clip (held on by two small allen screws) and applied some love with a pair of pliers and it works great again. I don't know if anyone else would have this problem and it's easy to fix, so it's not worth taking off a star. I may make a heavier clip for it myself though.

Overall, they do what I expect them to do.",Super bright little lights that work well.
9,9,Erin Stubbs,Was this review helpful to you?, March 10 2017,5.0 out of 5 stars,This set of two flashlights are a great deal in my opinion. I gave my husband one to use in his tow truck and one stays in the house for me. These flashlights are very bright and you can adjust the scope of the light from a large area to a precise close area. I use my flashlight in the house to check on eggs in an incubator so I pull the top of the flashlight out to narrow the scope. It is plenty bright for me to see the babies in the eggs. My husband has used his for lots of things in the tow truck. It is great for lots of jobs since it has adjustable lighting. It's also easy for him to keep on himself with the metal clip and non-slip grip. I like that they are made with aluminium so they are lightweight and durable. So far they show no wear and tear even though we are constantly using them.,Great little flashlights
0,0,Sabine A.,Was this review helpful to you?, April 3 2018,2.0 out of 5 stars,"One of the two works fine, the other one does not work at all. It doesn't click, it seems all empty inside the orange ball, where it is supposed to click on and off. Cheap stuff, not worth to send back.","One of the two flashlights works, one doesn't."
1,1,Deb Mino,Was this review helpful to you?, April 3 2018,5.0 out of 5 stars,Very practical flashlight. Comes in handy for this nurse!,Great little gadget
2,2,Ryan Shi,Was this review helpful to you?, April 3 2018,5.0 out of 5 stars,"small in size, good quality, bright enough. The reason I purchased this is because the hook that coming with it. Before this, I lost many of the flashlight. Love the hooks, no need to worry that I gonna lost it again.","good quality, bright enough"
3,3,Fran Dux,Was this review helpful to you?, April 3 2018,2.0 out of 5 stars,The zoom does not work on any of the flashlights I received. I do not recommend this flashlight.,I do not recommend this flashlight
4,4,CHENGCHEN,Was this review helpful to you?, April 2 2018,5.0 out of 5 stars,These were great and worth every penny.,Five Stars
5,5,Cind,Was this review helpful to you?, March 31 2018,5.0 out of 5 stars,"This is a great mini flashlights! The size is small and fits so comfortable in my hand or put in my pocket. Also they are so bright than i expect. Very reasonable price for two, five stars!",This is a great mini flashlights
6,6,Andrew,Was this review helpful to you?, March 31 2018,5.0 out of 5 stars,"Little cute flesh lights! Love it. Small , handy and great quality.",Love it. Small
7,7,Harbinger of books,Was this review helpful to you?, March 30 2018,4.0 out of 5 stars,"This is a small compact flashlight with a bright light, I have found it to be handy for lots of little things and big ones like flipping the fuse box. The only downside is I hate the strobe light because it hurts my eyes and you have to see the strobe in order to turn the flashlight off. The other downside is the flashlight has a lot of blue.",Great value
8,8,QW,Was this review helpful to you?, March 28 2018,5.0 out of 5 stars,The flashlights are great for the price. It fits the pocket and easy to carry around. It runs on one AA battery and bright enough for most of the tasks.,"Great flashlight, runs on AA batteries"
9,9,Lisa12138,Was this review helpful to you?, March 28 2018,5.0 out of 5 stars,Love it. So useful when I trying to fix my pipe. Strong light with amazing size. All I can say is fantastic,Great product!!!!!!
0,0,christyNsebastian,Was this review helpful to you?, March 9 2017,5.0 out of 5 stars,"Tell you the truth... i bought them for my mother in law who was always complaining about not having flashlight when ahe loses power in the house and ahe bothered me to borrow mine. Now since I got her these flashlights she doesnt even use them and keep bugging me for flashlights... guess what i took flashlights back for myself and borrow her the ones i bought her... great , small and so bright... ask my mother in law!!","great, small and so bright"
1,1,Adam S,Was this review helpful to you?, March 9 2017,5.0 out of 5 stars,Very bright and no problems so far.,Five Stars
2,2,Mars24,Was this review helpful to you?, March 9 2017,5.0 out of 5 stars,"These were purchased as gifts. Both recipients are very happy with the lights. These are being used as Every Day Carry (EDC) tools. These have been in daily carry/use for three months with no complaints. Very bright, work great, good battery life and a variable beam at a great price....what is not to like?

Remember...it is not a Streamlight, SureFire, Fenix, etc....but it works, and it's 5$. Worth every penny!",Great EDC light
3,3,RavSilver,Was this review helpful to you?, March 9 2017,5.0 out of 5 stars,These are great little flashlights. Very compact and very bright. Small enough to fit in my pocket; and they are very sturdily built. Recommended.,Great Light
4,4,Amazon Customer,Was this review helpful to you?, March 8 2017,5.0 out of 5 stars,"Great price, bright for a little flashlight.",Five Stars
5,5,Sav,Was this review helpful to you?, March 8 2017,5.0 out of 5 stars,"This flash light is very nice. It has an option of a dimmed light, flashing light, and also a bright and long extended light. I like it a lot and have used it lot.",This flash light is very nice. It has an option of a dimmed light
6,6,Eric Castillo,Was this review helpful to you?, March 7 2017,4.0 out of 5 stars,The flashlights are light weight and very bright. Once you put the battery on it's a bit difficult to put the bottom back on. But it's a clear white light and not that yellow hue. So it's a great find especially since you get two! I use them when I'm walking around at night and it doesn't take up space at all.,Good deal!
7,7,jack,5 people found this helpful. Was this review helpful to you?, March 7 2017,5.0 out of 5 stars, These are good quality tactical flashlights. They have three modes and in the video I am posting along with this review you can see the difference in the 3 modes which are changeable with a click of the button at the end of the flashlight. There is a sturdy pocket clip mounted to the side of the flashlights with two small screws. So far I haven't had any problems with the flashlights which seem to be pretty durable and are just what I expected.,Heavy Duty and Bright
8,8,MisterP,Was this review helpful to you?, March 6 2017,5.0 out of 5 stars,"No problems at all ,strong lil lights",Awesome
9,9,Michael Mills,Was this review helpful to you?, March 5 2017,5.0 out of 5 stars,"I use this flashlight for work. It has awesome brightness and uses one AA battery as opposed to the expensive special batteries the tactical flashlights usually take. Works great for up close or zoom it in for distance. Definitely a good buy, especially for the price.",Great flashlight.
0,0,Kristi Fahlsing,2 people found this helpful. Was this review helpful to you?, March 5 2017,5.0 out of 5 stars,"I purchased the LED Flashlight by Rockbirds because I wanted a flashlight I could easily put into the center console of my Jeep. This flashlight is perfect because it is small enough to fit just about anywhere that you want to put a flashlight. You could carry this in your purse, your vehicle, it even has a clip for a belt. Just remember, batteries are not included. So you will need two AA batteries. I am pleased with this purchase. :-)",A nice LED (small) flashlight!
1,1,Edward McCarth,One person found this helpful. Was this review helpful to you?, March 5 2017,2.0 out of 5 stars,I had bought a pair similar to these previously and really like the design. This brand however was cheapened considerably. I was not impressed with the switch most of all. Being not as crisp as the other brand.,... bought a pair similar to these previously and really like the design
2,2,Charles J. Cole,Was this review helpful to you?, March 4 2017,5.0 out of 5 stars,This is probably the best and most compact set of flashlights I've ever owned! I don't like candles so they are perfect for power outages and I'm always losing things so the ultra brightness is very effective for that too!,Very fast shipping!
3,3,GardenGu,215 people found this helpful. Was this review helpful to you?, March 4 2017,5.0 out of 5 stars," These Rockbirds LED Flashlights I bought came it a pack of 2 for only $9.99 which is a crazy good deal. I collect LED flashlights and have about 30 right now but I really like these smaller ones because I can just keep them in my pocket.
These are heavy duty and made with aluminum. The battery compartment has an O ring to keep moisture out. They are waterproof but not to be submerged in water but they will withstand rain.
The beam is adjustable and you can see that in the video I provided to go with this review and I also show all 3 modes of lighting. All you need to do is slightly tap the on and off switch and it will change modes.
Please watch the video to get a better idea of what I am talking about. Overall it is excellent for the price and you get 2! I give this 5 stars easily. I hoped this helped in some way.",Quality made and a fantastic deal! Let me show you how they work.
4,4,pam mortensen,Was this review helpful to you?, March 2 2017,5.0 out of 5 stars,great little lights,great
5,5,KR,Was this review helpful to you?, March 1 2017,5.0 out of 5 stars,love them,Five Stars
6,6,DAVID DUDLEY,Was this review helpful to you?, March 1 2017,5.0 out of 5 stars,Excellent! These are great!,Five Stars
7,7,ROBAMA,Was this review helpful to you?, February 24 2017,5.0 out of 5 stars,MUY BUEN PRODUCTO,Five Stars
8,8,Rodel P. Urmatan,Was this review helpful to you?, February 23 2017,5.0 out of 5 stars,"Rock solid construction with great beams of light. Only use 1 AA size battery. It fits comfortably in my jeans pocket and compliments my EDC. Not to mention that the price is extremely reasonable.

What's not to like? :))",It's rock solid!
9,9,A Customer 9999999,Was this review helpful to you?, February 23 2017,3.0 out of 5 stars,Dropped the light one time. Now the slightest change in grip will turn it to strobe or off. But it's bright.,Not for rugged use.
0,0,M D ,Was this review helpful to you?, February 23 2017,5.0 out of 5 stars,Really like these flashlights! Work very well. Very useful.,Bright and Tough with only 1 AA Battery!
1,1,Ray leon,Was this review helpful to you?, February 18 2017,5.0 out of 5 stars,bright and compact design. have them all thru out my house.,Five Stars
2,2,Twinmom,Was this review helpful to you?, February 17 2017,5.0 out of 5 stars,"These are great flashlights. They are perfect for any outdoor activity - hunting, fishing, walking your dog and picking up poop... They are heavy duty so they can be packed in your gear and will stand up to the rugged outdoors.",Great sporting flashlights
